,Company_Name,Rating,No_Of_Reviews,Company_Type,Location
8272,The George Telegraph Training Institute,2.9,(130),Education & Training,Kolkata +14 other locations
8273,Web Synergies,2.9,(130),IT Services & Consulting,Hyderabad / Secunderabad +9 other locations
8274,Times Network,3.2,(130),Broadcasting,Mumbai +10 other locations
8275,Electrostar Electronics,4.0,(130),Noida +55 other locations,
8276,AAI Cargo Logistics and Allied Services Company,2.7,(130),Chennai +24 other locations,
8277,Foxlink India Electric,3.8,(130),Tirupati +12 other locations,
8278,Protiviti Consulting,3.0,(130),Management Consulting,Gurgaon / Gurugram +12 other locations
8279,Tata Trusts,4.5,(130),Non-Profit,Mumbai +34 other locations
8280,Accumax,3.9,(130),Biotechnology,Ahmedabad +7 other locations
8281,Vertex Homes,3.0,(130),Real Estate,Hyderabad / Secunderabad +2 other locations
8282,Randstad Digital,3.2,(131),Recruitment,Bangalore / Bengaluru +11 other locations
8283,Nxtgen Datacenter Cloud Technologies,3.4,(130),IT Services & Consulting,Bangalore / Bengaluru +6 other locations
8284,Total Shipping & Logistics,3.2,(130),Logistics,Mumbai +32 other locations
8285,MTX Group,3.2,(132),Hyderabad / Secunderabad +4 other locations,
8286,Spectra Technovision India,3.3,(130),Electronics Manufacturing,Ahmedabad +13 other locations
8287,Anand Engineering Products,3.3,(130),Engineering & Construction,Tiruchirappalli +8 other locations
8288,Jupiter Wagons,3.6,(135),Railways,Kolkata +10 other locations
8289,Smiths Detection,3.8,(130),Defence & Aerospace,Bangalore / Bengaluru +11 other locations
8290,Choice Equity Broking,3.2,(130),Financial Services,Mumbai +34 other locations
8291,V S International,3.6,(130),Pharma,Daman & Diu +12 other locations
8292,Bottomline,3.2,(130),Software Product,Bangalore / Bengaluru +4 other locations
8293,IndiaCan,4.6,(129),EdTech,New Delhi +39 other locations
8294,Bansal Classes,3.2,(129),Education & Training,Pune +45 other locations
8295,ZestMoney,4.0,(129),FinTech,Bangalore / Bengaluru +16 other locations
8296,ECS | Enterprise Change Specialists,4.5,(129),IT Services & Consulting,Hyderabad / Secunderabad +6 other locations
8297,Competent Automobiles,4.0,(129),Retail,New Delhi +12 other locations
8298,RELX Group,3.7,(129),Analytics & KPO,Chennai +10 other locations
8299,Unique Measurement Service,4.4,(129),Auto Components,Chennai +9 other locations
8300,Axis Clinicals,4.1,(129),Clinical Research,Hyderabad / Secunderabad +5 other locations
8301,DelEx Cargo,4.4,(129),Logistics,Mumbai +31 other locations
8302,Weizmann Forex,4.3,(129),Financial Services,Mumbai +34 other locations
8303,A2z Infra Engineering,3.8,(129),Engineering & Construction,Gurgaon / Gurugram +22 other locations
8304,Sadara Chemical Company,3.9,(129),Chemicals,Al Jubail +5 other locations
8305,Narayana Superspeciality Hospital,4.0,(129),Healthcare,Kolkata +12 other locations
8306,S K Samanta & Co,3.3,(129),Engineering & Construction,Kolkata +11 other locations
8307,Elite Powertech,4.0,(129),Power,New Delhi +28 other locations
8308,Securonix,2.8,(129),Internet,Bangalore / Bengaluru +3 other locations
8309,Same Deutz-fahr,3.8,(129),Industrial Machinery,Vellore +12 other locations
8310,Winkies,3.9,(129),Kolkata +29 other locations,
8311,Vikram Tea,4.2,(129),Financial Services,Mumbai +41 other locations
8312,Yasho Industries Limited,3.9,(129),Chemicals,Vapi +7 other locations
8313,MoEngage,3.5,(129),Emerging Technologies,Bangalore / Bengaluru +7 other locations
8314,Desire Energy Solution,3.8,(135),Financial Services,Jaipur +14 other locations
8315,MindSquare Technologies,4.4,(129),IT Services & Consulting,Bangalore / Bengaluru +21 other locations
8316,Tradologie.com,2.7,(129),Internet,Noida +3 other locations
8317,Cascade Revenue Management,3.2,(129),IT Services & Consulting,Kochi +7 other locations
8318,DELTA,4.2,(129),Events,Bangalore / Bengaluru +27 other locations
8319,Nala Robotics,1.9,(129),Hyderabad / Secunderabad +2 other locations,
8320,A2z Infra Engineering,3.8,(129),Engineering & Construction,Gurgaon / Gurugram +22 other locations
8321,ZestMoney,4.0,(129),FinTech,Bangalore / Bengaluru +16 other locations
8322,ECS | Enterprise Change Specialists,4.5,(129),IT Services & Consulting,Hyderabad / Secunderabad +6 other locations
8323,Competent Automobiles,4.0,(129),Retail,New Delhi +12 other locations
8324,Nala Robotics,1.9,(129),Hyderabad / Secunderabad +2 other locations,
8325,OVT India,3.6,(129),Electrical Equipment,Noida +6 other locations
8326,Arrivae,3.3,(129),Mumbai +13 other locations,
8327,Gracenote,3.5,(129),Media & Entertainment,Mumbai +4 other locations
8328,Gram Panchayat,4.1,(129),Government,Pune +53 other locations
8329,DUKES,3.7,(129),Food Processing,Hyderabad / Secunderabad +32 other locations
8330,Zaggle Prepaid Ocean Services,3.3,(129),FinTech,Hyderabad / Secunderabad +6 other locations
8331,CASHe,3.3,(129),Financial Services,Mumbai +5 other locations
8332,Curia,3.9,(134),Hyderabad / Secunderabad +3 other locations,
8333,Gainsight,4.0,(129),IT Services & Consulting,Hyderabad / Secunderabad +3 other locations
8334,ParamInfo,3.6,(129),IT Services & Consulting,Hyderabad / Secunderabad +4 other locations
8335,Anik Milk Products,3.7,(129),Indore +27 other locations,
8336,Fertilisers and Chemicals Travancore,4.2,(129),Agro Chemicals,Kochi +10 other locations
8337,Mahalakshmi Profiles Private Limited,3.6,(129),Hyderabad / Secunderabad +10 other locations,
8338,Aqua Group,4.2,(129),Industrial Machinery,Coimbatore +15 other locations
8339,Perennial Systems,4.2,(129),IT Services & Consulting,Pune +1 other locations
8340,Noble Hospital,3.8,(129),Healthcare,Pune +19 other locations
8341,Noise,3.3,(129),Consumer Electronics & Appliances,Gurgaon / Gurugram +13 other locations
8342,Fragma Data Systems,3.8,(129),IT Services & Consulting,Bangalore / Bengaluru +4 other locations
8343,Ageis,3.5,(129),Emerging Technologies,Bangalore / Bengaluru +17 other locations
8344,Ascentrik Research Services,1.7,(129),IT Services & Consulting,Pune +9 other locations
8345,FIL Industries,3.4,(129),Chemicals,Srinagar +10 other locations
8346,Indo-Tibetan Border Police,4.6,(129),Government,New Delhi +34 other locations
8347,KSK Mahanadi Power Company,3.8,(129),Power,Bilaspur +7 other locations
8348,IT Solutions,3.6,(129),IT Services & Consulting,New Delhi +27 other locations
8349,Unified Infotech,4.3,(129),IT Services & Consulting,Kolkata +2 other locations
8350,Blackstone Center of Excellence,2.5,(129),Gurgaon / Gurugram +8 other locations,
8351,Mizuho Bank,3.4,(129),Banking,Mumbai +9 other locations
8352,Chalo,3.5,(129),Internet,Mumbai +24 other locations
8353,Press Fit Pipe And Profile,4.1,(129),Building Material,Mumbai +19 other locations
8354,Perennial Systems,4.2,(129),IT Services & Consulting,Pune +1 other locations
8355,Aurore Life Sciences,3.3,(129),Pharma,Hyderabad / Secunderabad +2 other locations
8356,Altos Global Services,3.7,(130),BPO,Noida +5 other locations
8357,Krishna Penstone Automotive,3.9,(129),Gurgaon / Gurugram +10 other locations,
8358,Crimsoune Club,3.8,(130),Fashion & Textile,New Delhi +37 other locations
8359,Crif High Mark Credit Information Services,2.7,(133),Analytics & KPO,Pune +3 other locations
8360,Krishna Penstone Automotive,3.9,(129),Gurgaon / Gurugram +10 other locations,
8361,Pride Purple Group,4.0,(129),Real Estate,Pune +3 other locations
8362,Crimsoune Club,3.8,(130),Fashion & Textile,New Delhi +37 other locations
8363,Crif High Mark Credit Information Services,2.7,(133),Analytics & KPO,Pune +3 other locations
8364,SMARTe,3.6,(128),IT Services & Consulting,Mumbai +7 other locations
8365,Indian Potash,3.6,(128),Agro Chemicals,Muzaffarnagar +34 other locations
8366,Gillette,4.2,(128),FMCG,Bhiwadi +18 other locations
8367,Walko Qsr Company,4.0,(129),FMCG,Pune +18 other locations
8368,Ajnara India,3.4,(128),Real Estate,Noida +4 other locations
8369,Aries Agro,4.2,(128),Agro Chemicals,Mumbai +35 other locations
8370,Express KCS,3.6,(128),Marketing & Advertising,New Delhi +8 other locations
8371,Saya homes,3.9,(128),Real Estate,Noida +6 other locations
8372,YCH Logistics,3.9,(128),Logistics,Chennai +19 other locations
8373,RPG Group,3.5,(128),Engineering & Construction,Mumbai +31 other locations
8374,Sakthi Finance,4.1,(128),Financial Services,Coimbatore +26 other locations
8375,Wittur Elevator Components,3.7,(128),Industrial Machinery,Chennai +4 other locations
8376,Vogo Automotive,4.0,(128),Internet,Bangalore / Bengaluru +13 other locations
8377,Planet EDU,3.3,(128),EdTech,Gurgaon / Gurugram +23 other locations
8378,M3bi,4.1,(128),IT Services & Consulting,Hyderabad / Secunderabad +7 other locations
8379,GlowTouch Technologies,3.1,(128),Mangaluru +6 other locations,
8380,NETPLUS Broadband Services,3.7,(128),Telecom,Ludhiana +15 other locations
8381,Ajnara India,3.4,(128),Real Estate,Noida +4 other locations
8382,Indian Potash,3.6,(128),Agro Chemicals,Muzaffarnagar +34 other locations
8383,Gillette,4.2,(128),FMCG,Bhiwadi +18 other locations
8384,Emtec,4.3,(128),IT Services & Consulting,Pune +4 other locations
8385,MassMutual,3.9,(128),Financial Services,Hyderabad / Secunderabad
8386,Rieco Industries,3.0,(128),Industrial Machinery,Pune +6 other locations
8387,INVESMATE,3.9,(128),Education & Training,Kolkata +3 other locations
8388,Ebix Smartclass Educational Services,4.2,(128),EdTech,New Delhi +35 other locations
8389,Paras Buildtech,3.4,(128),Real Estate,Gurgaon / Gurugram +5 other locations
8390,Growisto,4.4,(128),Marketing & Advertising,Mumbai +2 other locations
8391,Comau,3.5,(128),Industrial Automation,Pune +4 other locations
8392,GlowTouch Technologies,3.1,(128),Mangaluru +6 other locations,
8393,Just Dogs,3.6,(128),Internet,Ahmedabad +14 other locations
8394,Auma,3.6,(128),Industrial Automation,Bangalore / Bengaluru +8 other locations
8395,Marquistech,3.7,(128),Noida +12 other locations,
8396,Telegence Powercomm,3.4,(128),Engineering & Construction,Vadodara +38 other locations
8397,Ideas 4 Transformation,3.1,(128),Mumbai +17 other locations,
8398,Aries Agro,4.2,(128),Agro Chemicals,Mumbai +35 other locations
8399,SNS College of Technology,4.7,(128),Education & Training,Coimbatore +3 other locations
8400,Ideas 4 Transformation,3.1,(128),Mumbai +17 other locations,
8401,Auma,3.6,(128),Industrial Automation,Bangalore / Bengaluru +8 other locations
8402,Secure Network Solutions,4.4,(129),IT Services & Consulting,Chennai +11 other locations
8403,CLIRNet,2.6,(128),Internet,Kolkata +1 other locations
8404,Accubits Technologies,3.1,(128),IT Services & Consulting,Thiruvananthapuram +1 other locations
8405,Mittsure Technologies,2.8,(128),Education & Training,Jaipur +28 other locations
8406,LC Infra Projects,3.8,(128),Ahmedabad +28 other locations,
8407,Fiverr Inc.,4.4,(128),Internet,New Delhi +29 other locations
8408,Adani Road Transport,4.4,(128),Ahmedabad +24 other locations,
8409,Dietech India,4.1,(128),Chennai +7 other locations,
8410,Shantha Biotechnics,4.8,(128),Biotechnology,Hyderabad / Secunderabad +3 other locations
8411,Likewize,3.4,(126),Telecom,Chennai +5 other locations
8412,Growel Softech,2.6,(128),Recruitment,Pune +6 other locations
8413,Flyweis Technology,4.4,(131),IT Services & Consulting,Noida +4 other locations
8414,Kiran Motors,3.7,(128),Auto Components,Ahmedabad +14 other locations
8415,SANY Group,3.8,(128),Industrial Machinery,Pune +24 other locations
8416,Almonds Ai,4.4,(128),Software Product,Gurgaon / Gurugram +2 other locations
8417,Idom,4.2,(128),Engineering & Construction,New Delhi +4 other locations
8418,Continental Coffee,4.1,(128),Food Processing,Hyderabad / Secunderabad +27 other locations
8419,GIC Housing Finance,3.7,(128),NBFC,Mumbai +31 other locations
8420,Datwyler Group,3.8,(128),Pune +5 other locations,
8421,V-Soft Consulting,3.1,(128),IT Services & Consulting,Hyderabad / Secunderabad +6 other locations
8422,Marvell,3.7,(128),Semiconductors,Bangalore / Bengaluru +7 other locations
8423,Unique Infra Engineering India Private Limited,2.9,(128),Engineering & Construction,Lucknow +24 other locations
8424,Ata Freight Line,3.5,(127),Logistics,Pune +9 other locations
8425,Celebi Airport Services India,4.2,(127),New Delhi +9 other locations,
8426,Ameriprise India,3.4,(127),Financial Services,Gurgaon / Gurugram +2 other locations
8427,Rozana Rural Commerce Private Limited,3.4,(127),Internet,New Delhi +14 other locations
8428,Karma Ayurveda,3.8,(127),Healthcare,New Delhi +9 other locations
8429,Siec Education,2.8,(127),Recruitment,New Delhi +12 other locations
8430,Sterling Accuris Wellness,4.1,(127),Healthcare,Ahmedabad +15 other locations
8431,Amwaj Catering Services,3.9,(127),Hospitality,Doha +12 other locations
8432,Stellapps Technologies,3.8,(127),Software Product,Bangalore / Bengaluru +30 other locations
8433,Ice Mortgage Technology,3.4,(127),Software Product,Pune +1 other locations
8434,Kalyaniwalla & Mistry,3.1,(127),Accounting & Auditing,Mumbai +8 other locations
8435,Mangalam Drugs & Organics,3.6,(127),Pharma,Vapi +6 other locations
8436,Clinic Dermatech,3.1,(127),Beauty & Personal Care,New Delhi +14 other locations
8437,Omega Hospitals,4.0,(127),Healthcare,Hyderabad / Secunderabad +13 other locations
8438,Edge Telecom,3.5,(127),Telecom,Gurgaon / Gurugram +18 other locations
8439,Appy Pie,3.8,(127),IT Services & Consulting,Noida +5 other locations
8440,Hitachi MGRM Net,3.3,(127),IT Services & Consulting,Gurgaon / Gurugram +14 other locations
8441,31 Parallel,1.9,(127),BPO,Shimla +3 other locations
8442,Kimia Biosciences Limited,3.6,(127),Pharma,Gurgaon / Gurugram +4 other locations
8443,Gojavas,4.7,(127),Logistics,New Delhi +46 other locations
8444,Wicked Ride Adventures,4.1,(127),Internet,Bangalore / Bengaluru +8 other locations
8445,Oaknet Healthcare,3.7,(127),Pharma,Mumbai +31 other locations
8446,Leonia Holistic Destination,3.7,(127),Hospitality,Hyderabad / Secunderabad +7 other locations
8447,Tide Water Oil,3.8,(127),Oil & Gas,Kolkata +33 other locations
8448,Alexis Global,3.8,(127),Logistics,New Delhi +26 other locations
8449,B. E. Billimoria,3.8,(127),Engineering & Construction,Mumbai +14 other locations
8450,IndiGrid,4.2,(127),Real Estate,Mumbai +27 other locations
8451,Turner & Townsend,3.9,(127),Engineering & Construction,Mumbai +11 other locations
8452,Swarovski India,4.0,(127),Jewellery,Pune +20 other locations
8453,Ocean Life Spaces,3.7,(128),Engineering & Construction,Chennai +6 other locations
8454,DavaIndia,3.6,(137),Kolkata +38 other locations,
8455,Ashland,4.0,(127),Chemicals,Hyderabad / Secunderabad +10 other locations
8456,Gigmo Solutions,3.9,(127),IT Services & Consulting,Gurgaon / Gurugram +8 other locations
8457,IVY SOFTWARE DEVELOPMENT SERVICES,3.8,(127),IT Services & Consulting,Hyderabad / Secunderabad +2 other locations
8458,ANY Graphics,3.7,(127),Printing & Publishing,Noida +17 other locations
8459,AstraGen,3.7,(127),EdTech,Vijayawada +21 other locations
8460,Gulshan Homz,4.2,(127),Real Estate,Noida +8 other locations
8461,Valu Connex Telecom Services Private,4.3,(127),Telecom,New Delhi +38 other locations
8462,IDA Automation,3.8,(126),Bangalore / Bengaluru +5 other locations,
8463,A.K.AUTOMATICS,3.8,(127),Auto Components,Rohtak +10 other locations
8464,Wings Pharmaceuticals,3.2,(127),Pharma,New Delhi +27 other locations
8465,Neo Metaliks,3.5,(127),Metals & Mining,Durgapur +4 other locations
8466,Minosha,4.0,(127),Hardware & Networking,New Delhi +22 other locations
8467,Maharashtra Natural GAS,3.3,(127),Oil & Gas,Pune +9 other locations
8468,Lot Mobiles,3.5,(127),Retail,Hyderabad / Secunderabad +22 other locations
8469,Inorbvict Healthcare,4.1,(127),Medical Equipment,Pune
8470,ADM India,4.1,(127),Food Processing,Gurgaon / Gurugram +21 other locations
8471,Fia Technology Services,3.5,(127),FinTech,Gurgaon / Gurugram +29 other locations
8472,Spardha School of Music,4.4,(127),Pune +2 other locations,
8473,PAVIT CERAMICS ( P),3.4,(127),Building Material,Ahmedabad +24 other locations
8474,Palo Alto Networks,3.8,(127),IT Services & Consulting,Bangalore / Bengaluru +10 other locations
8475,FBSPL- Fusion Business Solution P Limited,3.5,(127),BPO,Udaipur +6 other locations
8476,GlobeGround India,3.6,(127),Aviation,Bangalore / Bengaluru +10 other locations
8477,Lion Services,3.7,(127),Facility Management Services,New Delhi +22 other locations
8478,Arihant Capital Markets,3.5,(127),Financial Services,Indore +18 other locations
8479,Saasguru,2.0,(127),Pune +3 other locations,
8480,Wings Pharmaceuticals,3.2,(127),Pharma,New Delhi +27 other locations
8481,A.K.AUTOMATICS,3.8,(127),Auto Components,Rohtak +10 other locations
8482,Vishakha Glass,4.0,(127),Mundra +10 other locations,
8483,Cheers Interactive,3.1,(126),Management Consulting,Mumbai +5 other locations
8484,Andhra Pradesh Grama/Ward Sachivalayam,4.0,(126),Hyderabad / Secunderabad +43 other locations,
8485,QO BOX,4.6,(126),IT Services & Consulting,Chennai +3 other locations
